globalReviewId,productName,review,keyword,summary
Capterra___1306461,Mercer Mettl 360View,"I can use this software to keep a track on how the employees are performing and with this, the further requirements can be ascertained. Like, if there is a pattern at which any specific employee is faltering, I can understand that there is some kind of training required to get the better out of him/her. This 360View software allows external reviewers to post reviews and feedbacks on the employees, which is a great thing to have. Of course, anyone would be able to have a good relationship with the customers and clients due to this reviewing software. It also allows to maintain a record of how the employees have done in a specific time frame. This helps a lot in judging the kind of attention any worker needs or if he/she is going through any problem working in the environment. It also allows to maintain a record of how the employees have done in a specific time frame. This helps a lot in judging the kind of attention any worker needs or if he/she is going through any problem working in the environment. And since I can keep a record of the performance of the employees, I can find myself in a better place to understand whether the employees any specific on-job training or are performing great. Upon logging in first, I found the interface to be a little tricky. But as within two minutes, I got the drift of the software and everything else seemed smooth.","training
great
software
reviewers
reviews
reviewing
time","Like, if there is a pattern at which any specific employee is faltering, I can understand that there is some kind of training required to get the better out of him/her.
And since I can keep a record of the performance of the employees, I can find myself in a better place to understand whether the employees any specific on-job training or are performing great."
Capterra___1283712,Mercer Mettl 360View,"The 360View is a powerful software for business to keep a track of the employees and their working patterns. The reviews can be had on the basis of pre-decided and customized questions put forward by the employer. The answer reviews can be had from the managers of different departments and stakeholders of the company too. Apart from this, any major upcoming appraisal drive can be maintained and the most relevant feedback can be had to ascertain the likeliness of the hike or how much the person might deserve. This software provides an amazing option for the companies to help keep a track of the employees, their behaviors and working style. One can even keep a tab on how the employees have performed over a specific period of time so that their improvement and compensations can be ascertained. Very useful at the time of the appraisal drive so that due credit is given based on the various departmental managers who have worked with the particular employee. Also ,the questions on the review can be customization according to the most relevant parameters for the employees or the employer. There aren't any major noticeable flaws that come along with this software as a whole.","relevant
working
worked
software
customized
customization
appraisal
noticeable","Also ,the questions on the review can be customization according to the most relevant parameters for the employees or the employer."
Capterra___1269445,Mercer Mettl 360View,"It makes the tasks much simpler. You can easily get to know about employees' performance and areas of improvement. Further you can utilize the generated reports to groom their skills or behavior. The best tool I would say!

  It makes several tasks extremely simple such as building questionnaire, adjusting rating scale and rate groups. You get variety of options when it comes to selecting the question types, for instance, subjective, multiple choice questions, descriptive, personal views and so on. Rater can give ratings based on the level of performance which they feel is appropriate. Reports that are generated with this software are clear and informative. I feel it is doing a great job for me rest depends on your business requirements. User-Interface could be built a bit interesting and easy-to-navigate.","rating
rate
ratings
question
questions
extremely
reports
requirements
user
questionnaire","It makes several tasks extremely simple such as building questionnaire, adjusting rating scale and rate groups.
Rater can give ratings based on the level of performance which they feel is appropriate."
Capterra___1286756,Mercer Mettl 360View,"This tool is user-friendly and efficient, would recommend this. This tool has many useful features:
- Set-up your own relationship status between seeker and respondents
- Send reminder emails to 'yet to start' and 'not started' respondents
- Extension of deadline as per convenience
- Addition/ deletion of respondent details

The primary aim to use survey tools are to capture genuine feedback in minimum time possible, and we think this tool does just that. Although the tool was very efficient, it would have been better if there was an option to view all the 'yet to start' and 'not started' respondents as one go, rather than checking under each seeker's tab.","respondents
respondent
addition
time
genuine
survey","Although the tool was very efficient, it would have been better if there was an option to view all the 'yet to start' and 'not started' respondents as one go, rather than checking under each seeker's tab."
Capterra___1223581,Mercer Mettl 360View,"The best thing of this tool is that it can be used for multiple purposes. Whether you want to train your employees or give them deserving appraisals, you can simply use this tool to get suggestions and honest feedback from peers, managers, and other employees to know about the contribution of each employee towards your organization to do the needful. I feel the tool is perfect for my business. It helps me to know about my employees' area of strengths and weaknesses so that accordingly I can take effective measures to enhance their skills. With the help of this software, you can easily obtain holistic overview of employees behavior and performance based on professional as well as general perspective. I think more options need to be included in order to get a clear idea of employees' skills as well as their etiquettes in a workplace.","employees
employee
obtain holistic
deserving
appraisals
measures",It helps me to know about my employees' area of strengths and weaknesses so that accordingly I can take effective measures to enhance their skills.
Capterra___1221127,Mercer Mettl 360View,"I usually use this tool to get an idea of my employees' skills and knowledge so that accordingly I can help them to improve. Using this tool, I get an overall feedback regarding their performance, style of working, behavior during work, and how well the individual is when it comes to handling difficult situations. This is an amazing tool using which I get authentic feedback of employees' performance. You can ask to rate any employee on the basis of performance, self-development, integrity, identifying trends, implementing change and so on. It is not only helpful to provide individual-specific training but also let us offer appraisals without any favoritism. No such cons, easy to install and works smoothly.","performance
working
work
works
feedback
difficult
individual","Using this tool, I get an overall feedback regarding their performance, style of working, behavior during work, and how well the individual is when it comes to handling difficult situations."
Capterra___1243438,Mercer Mettl 360View,I have recently started an IT business and I felt that I should assess my employees so that I can improve their performance and groom my business more. One of the biggest challenge that I faced was to get honest feedbacks. My colleague suggested me to use 360 degree feedback software and I used it to get employee feedbacks. I found it extremely useful and easy-to-use software. I would strongly recommend this software for those who are willing to get authentic reviews and at the same time want to improve their business. Excellent user-interface Responsive design Easy-to-use Feature-packed software Provide authentic feedback Free -trial period is a must and subscription rates are a bit too high.,"feedbacks
feedback software
use
useful
authentic
design
excellent",Excellent user-interface Responsive design Easy-to-use Feature-packed software Provide authentic feedback Free -trial period is a must and subscription rates are a bit too high.
Capterra___1814168,click-360,"Rep team are absolutely brilliant! They have looked after me no end and their service is always exceptional. This time around I felt I had to write because Rep helped me on his holiday! I had no idea he was away until he telephoned and  explained. Despite my best efforts to tell him not to worry, he went out of his way and helped me late on a Friday evening. I am such an advocate of Rep team and I cannot recommend them enough, thank you.  The format of the reports and how detailed they are. I also like the personal touch of being able to speak to Rep team and for them always going out of their way to help their clients.  The delicate process and understanding all of the finer detail ","rep
explained
despite",I also like the personal touch of being able to speak to Rep team and for them always going out of their way to help their clients.
Capterra___1098259,click-360,"We have been looked after brilliantly - they're a calm, safe pair of hands. Furthermore, TLC Online has the confidence of the Exec Board. We look forward to running more 360s with them. We were impressed with the functionality of the click-360 platform, especially the simultaneous rating option. But it was their experience and passion that made them stand out.  My hope was that the 360 programme would make people think about their own behaviour and start to have behavioural conversations. It has certainly achieved that. They can see what they need to do to be better leaders
too.

 The process was quite intense but click-360 made it easy for us.","platform
rating
safe
tlc
furthermore",The process was quite intense but click-360 made it easy for us.
Capterra___1098274,click-360,I have changed the way I interact with my direct reports. I am now much more available to people. My direct reports would save up a list of issues and off load once a week but now they are able to do it in smaller chunks. I run an open door session for 2 hours every Friday afternoon - anyone in the organisation can drop by - and take up has been really good.  360 has delivered a clear line for improvement. I've been able to improve things not just for me but for my direct reports too. The webinar awareness briefings were extremely thorough. There really was a push to make sure everyone knew exactly what was expected of them. There was nothing I would change about the way we were looked after.,"door
awareness
chunks
smaller",I've been able to improve things not just for me but for my direct reports too.
Capterra___57723,LightWork Talent Management,"We were looking at three different options, and PerformancePAM gave us the most bang for our buck We needed something green and timesaving like the web-based PerformancePAM

My managers love the ability to see the status of all their team's appraisals at the same time

Regarding the PerformancePAM support team they've been wonderful.  Professional, helpful, and very knowledgeable PerformancePAM needed to be configured to meet the review procedure we had envisioned.  But all our customizations were met

We were on a very tight timeframe and we should have started the PAM process a little earlier than we did to ensure proper training was received; however, this was not a fault of the PerformancePAM group","performancepam
proper
professional
support","We were looking at three different options, and PerformancePAM gave us the most bang for our buck We needed something green and timesaving like the web-based PerformancePAM"
Capterra___57182,LightWork Talent Management,"PerformancePAM's user-friendly, web-based program is what piqued the most interest. The transition from training to going live has gone extremely well due to on-demand training videos, manuals, and the responsive support team.
The support team has been wonderful.  The technical consultants have been exceptional and communicate easy to understand instructions. There was some work up front, but it was good work, because it gave me a chance to dissect all of our positions and really hone in on KPIs and responsibilities, getting us back to the basics of each position.","responsibilities
responsive support
training
videos","The transition from training to going live has gone extremely well due to on-demand training videos, manuals, and the responsive support team."
Capterra___55381,360 Review,"We would strongly recommend the software. Also we would recommend their team and their intent to support the users.  Ease of use, Simple
Friendly appearance
Based on Java which is more Web friendly, Mobile Friendly
Lower bandwidth requirement
Predefined types of Appraisal Processes
Licensing is simple
Modular and scalable in terms of functionalities
Preconfigured Reports in standard HR practices
Preconfigured HR Dashboards
HRIS, ESS, Payroll, Appraisal, Goal Setting Modules to be taken. While there are 15 other modules.
Software as a service model is available
Lower technical capabilities required in buidling and configuring system. 
Expertise of implementor in HR process implemnetation
This can be considered as HR ERP
All Personnel and HR processes can be easily mapped in this ready to use system
 Clarity in relation to expectations should be there
Reinventing the wheel will not resolve the purpose
Open mind in realigning the processes and should not get into getting everything customized
","friendly
preconfigured
lower
processes
process
simple
appraisal
open
requirement
required","We would strongly recommend the software.
Predefined types of Appraisal Processes
HRIS, ESS, Payroll, Appraisal, Goal Setting Modules to be taken.
All Personnel and HR processes can be easily mapped in this ready to use system"
Capterra___54979,360 Review,"I highly recommend this product without hesitation to users of all sizes.  Empxtrack was chosen following the evaluation of over 30 competive products. It offers outstanding value, flexibility and customization, with exceptional service and support. 

Installation has been completed with personal presentations to management. We are now commencing large group introductions and training  expecting a seamless transition and  first year usage There are no cons to speak of ---- We had no difficulties working with the programming staff on the custom features we required. The turnaround time was fantastic. 
 In fact, many suggestions were made  by them which we accepted.","large group
value
outstanding
training expecting
presentations",I highly recommend this product without hesitation to users of all sizes.
Capterra___54624,360 Review,"We are using this product for about 150 users and are very satisfied. Absolute value for money and worth having a trial before buying anything else. 1. Very user friendly. 
2. Training required at user level is almost Zero. 
3. Configurable reports make life easier. Feels like heaven while using them. 
4. Great customer support team. 
5. TAT is usually few hours.  Haven't encountered any such issue till now. ","absolute
configurable
easier
customer
training",We are using this product for about 150 users and are very satisfied.
Capterra___1188063,Usersnap,"Overall, Usersnap has been a great tool to help us provide our customers with better support, but I wish it did more.  Their idea is simple and effective - it's a great way to get a quick snapshot from users to help troubleshoot issues or get feedback when working with users who may not be technologically-capable enough to know how to take a screenshot. Usersnap was a life saver for our company and helped us up our Customer Support game significantly. The interface is simple enough to figure out, and its integration with Intercom was perfect for our needs. The customization options to black out data was essential to for our HIPAA-compliant customers, and the attache JS console is perfect for quick debugging.  It seems like the tool has a lot of potential, but essentially it just does one thing: lets users take screenshots. (I know they have since introduced their CX product for customer satisfaction surveying, but we never upgraded to this option). Some things I found that would make this better was: the ability to take full-page screenshots, or a co-browsing/screensharing feature,  or have a more robust interface for us to be able to organize and categorize our screenshots better. It was useful for us at one point, but then we decided to switch over to a co-browsing tool instead because screenshots just weren't allowing us to provide the support we wanted. ","customers
customer
customization
tool
screenshot
screenshots
quick
troubleshoot
lets
support","Overall, Usersnap has been a great tool to help us provide our customers with better support, but I wish it did more."
Capterra___1543325,Usersnap,Great. It does what it claims to do. I see a huge value in using it for website reviews during the design and development process; even more so than for ongoing feedback from website visitors. Usersnap gives your customers and easy way to give you feedback about your website. It can be hard to explain via email your feedback about a visual thing such as a website. Usersnap allows someone to give us visual feedback. Usersnap itself is great. The biggest downside is that customers don't always use it for the purpose intended.,"usersnap
feedback
website
visual",Usersnap gives your customers and easy way to give you feedback about your website.
Capterra___1847699,Usersnap,"We loved the easy to use interface, and the project visibility it gave us This product helped us streamline our internal QA and UAT processes as it allowed users of all kinds of backgrounds to provide feedback on web development.
We often struggle with client's resistance to use platforms for feedback, but as usersnap integrates to the staging website for review, our clients can send feedback as they encounter issues, and we benefit from knowing exactly where the issue was found. + it allows the project managers to see the progress on tickets and it is extremely simple for the developers to categorize them. It has been great in general! 
The only parts that we could use a different feature, would be to show broken linked objects, such as a button' connection to annother page","linked
feedback
project
use
button connection
website","We loved the easy to use interface, and the project visibility it gave us This product helped us streamline our internal QA and UAT processes as it allowed users of all kinds of backgrounds to provide feedback on web development."
Capterra___1228642,Usersnap,"It has improved our process immensely. I'm a technical project manager, not a developer and I love using it. It's really faciliated our QA process. It integrates seamlessly with all of the major project management tools and works well with teams. If I ever have an issue and need to contact support, they are very responsive and helpful. There have been a few hiccups or features I wanted, but they seem to add the features and fix the hiccups.","project
manager
management",It integrates seamlessly with all of the major project management tools and works well with teams.
Capterra___1228916,Usersnap,"I'm using it to get fine-grained feedback on my forms, pages and layouts. It gets me from 80% to 100%. The ability to markup screenshots is super useful, and makes visual feedback painless. Best way to polish an existing design. It's less useful for specs or feedback that require major structural changes to a page/layout. Also, the ticket filter system can get a little messy if you're not careful, but I suppose that's more on the user than the product - you give us an open-ended system, it's up to us to keep it organized. ","feedback
pages
page
major structural
best",It's less useful for specs or feedback that require major structural changes to a page/layout.
Capterra___1859791,Usersnap,"We really get a lot of value from this tool and have improved our overall customer success workflow. Our customers love the interaction and quick replies as well. I really appreciate the integrations with Slack and JIRA. Usersnap is very easy for our customers to leave feedback and using the slack integration we get alerts when new feedback is submitted. Then using the JIRA integration we can easily generate tickets and track their progress. I also love that we can communicate directly with customers using email via the Usersnap page. The email notifications could be better and include the comments from customers instead of requiring a click to Usersnap. Also, we haven't figured out how to get the screen capture function to work on Modal pop-ups/","customer
customers
generate
pop
feedback
capture",I also love that we can communicate directly with customers using email via the Usersnap page.
Capterra___1442991,Usersnap,"I've trialed Usersnap two times now to consider it for use with our team, first within the full Usersnap reporting and reviewing ecosystem, and later as a reporting tool for Jira. The tool seems neat for basic purposes, but is fairly limited and pricey for large teams working on multiple projects.  I appreciated the tidy little on screen reporting widget that Usersnap Classic offers. The annotation tools, and label syncing with Jira is great.  When reporting issues or suggestions, the uploading of screenshots is slower than you'd like for power users. The Usersnap classic widget is neat, but the options for adjusting it to suit your projects are limited. 

You'll also find yourself limited when it comes to pricing and projects. The basic plans are fairly pricey and limited to running just a few projects at a time. This might be suitable for teams working on one or two in house websites, but doesn't work for web agencies with lots of clients. ","reporting
team
teams
basic
fairly
classic
usersnap","The tool seems neat for basic purposes, but is fairly limited and pricey for large teams working on multiple projects."
Capterra___1854021,Usersnap,"We are using in our software development process. We use agile methodology and we require to do a continuous improvements and integrations. We use in all phases, Analysis an Design (Customer Review) Development and  User Acceptance Test. Simple, easy and really friendly. In one minute you can integrate with you website.  I like how flexible and interconnecting it  is. We can integrate with our DEVOPS environment and get the bugs and feedback immediately from our customers. Our quality process was increase using this amazing tool.  During the time that we are use it, I do  not see any.","development
agile
simple
acceptance
test","We use in all phases, Analysis an Design (Customer Review) Development and  User Acceptance Test."
Capterra___1227405,Usersnap,"Usersnap brings users and developers together by removing the language barrier.
Reporting a issue right from the users browser with visual clues and stack trace is a game changer.
We also like to use Usersnap heavily in the quality assurance phase. When I showed Usersnap to our content creators, they did know how to use it right away.
Quality of reported issues is much higher. This enables the dev team to resolve issues faster.

Integration in our toolchain (Gitlab, Slack, Jira)  is flawless. A free tier would be nice. Although I would find myself upgrading real soon, as constant improvements and customer support are very good.","usersnap
issue
issues
real
gitlab
slack
users
assurance
barrier",Reporting a issue right from the users browser with visual clues and stack trace is a game changer.
Capterra___1897107,Usersnap,"This is a great tool, despite my gripes above. There are tools like Usabilla which will cost you a kidney to use, but usersnap offers users the ability to leave in-depth feedback about your website more than they could just do with a text box. It's great if you're dealing with bugs, as they simply write their problem and all of the browser details you need to reproduce it are included in the ticket. I've used this on a new project and use it to delegate issues to different people in different departments. User management is simplistic but perfect for small organisations or small product teams. Powerful on-screen annotation functionality.
Excellent customer service.
Integration with Jira.
Ease of labelling and delegating tasks to users.
Recording of console for debugging.
Browser details included in submission. Clunky dashboard interface which ironically needs more UX work.
Performs poorly in 'lighthouse' tests for web performance.
Very limited widget customisation - limited form options.","users
user
performs
performance
tool
tools
delegate
delegating
limited
browser details
clunky dashboard
teams
small","There are tools like Usabilla which will cost you a kidney to use, but usersnap offers users the ability to leave in-depth feedback about your website more than they could just do with a text box.
It's great if you're dealing with bugs, as they simply write their problem and all of the browser details you need to reproduce it are included in the ticket."
Capterra___132818,Usersnap,"Great and easy-to-use bug tracking and feedback tool. It's super easy to install Usersnap on your website to collect user feedback and bug reports.

The screenshot features is the best thing I've seen so far! super simple setup
user-friendly experience none","user
bug
super
feedback",It's super easy to install Usersnap on your website to collect user feedback and bug reports.
Capterra___1673984,Usersnap,"At Yucalab Digital Media, we create, localize, and translate a lot of content from English to Spanish for our clients. After looking for an app/software, to make annotations on a screenshot, to review mostly websites, I finally found Usersnap. When I started my search, I thought there were a lot of similar tools that could do this work, but surprisingly, I found just a few. And let me tell you, most of them were pretty BAD. For me, finding Usersnap was a miracle, and it has already become an essential tool for the work that I'm doing.  Easy to use. 
Easy installation.
User-friendly. Easy for non-tech-savvy users.
The Chrome Extension works great.
My clients already love it, and it's making my work easier!  None, so far. Maybe I would add video recording to a future version. ","work
works
video
digital
tools
tool
easy
user
users","For me, finding Usersnap was a miracle, and it has already become an essential tool for the work that I'm doing.
Easy for non-tech-savvy users."
Capterra___1822988,MySurveyLab,"It's easy to use and to figure out. It gave a wide range of options and a clear overview of all the collected results.  The diverse question options this site provides, as well as a structured analysis report. I also loved that this site allowed question-jumps (logic) because most other sites don't offer that for free. Being able to collabortate with other users on a survey was quite nice as well. The limit to the results in the free version.","question
analysis
site
sites",The limit to the results in the free version.
Capterra___158390,MySurveyLab,"I'm using mySurveyLab.com for a couple of months and I must admit that - in my opinion - this portal is just great. It has very user-friendly interface, it is easy to use and has various professional functions.
Additionally, every time when I'm having some questions I'm in touch with mySurveyLab support team and I'm always getting quick reply and needed help from this department. This is very important because thanks to this I don't have any fear of creating new surveys and conducting new researches because I know that support team from mySurveyLab.com is going to help me and solve my problems. Many thanks to Mr Jakub for his patience and knowledge.
I strongly recommend mySurveyLab.com! - great support team
- various functions
- low price
- professional statistics in different file formats
 - It's hard to find any cons","new
file
quick
professional","It has very user-friendly interface, it is easy to use and has various professional functions.
This is very important because thanks to this I don't have any fear of creating new surveys and conducting new researches because I know that support team from mySurveyLab.com is going to help me and solve my problems."
Capterra___1585488,MySurveyLab,"MySurveyLab is great tool both for big research projects and quick surveys. The real power of the software is that you can start in minutes with any project. The software is doing really well with big sets of data. This is super cool as even if you collect hundreds of thousands of responses for a single survey the access to the reports is super quick.  You can start in minutes, ready to use survey templates for even quicker start, mobile app It is hard to find any weak points. I guess there are no.","surveys
survey
start
mobile
big research",MySurveyLab is great tool both for big research projects and quick surveys.
Capterra___1814596,MySurveyLab,"easy online survey system for my research needs, with Hebrew and right-to-left support and flexibility all over the system. The MySurveyLab system is a very simple but rich modular survey platform. Easy to design, use and deploy. And their technical and customer service is fast, attentive, professional and considerate. export files could use some modularity, but it is absolutely great and simple.","attentive
export
survey
modular
modularity",The MySurveyLab system is a very simple but rich modular survey platform.
Capterra___517341,MySurveyLab,"We had a theory regarding our product and needed to conduct a survey to prove it right or wrong, The results were very, very helpful. The survey was easy to create.
The reports are easy to use.
The support team is helpful and responds fast.
They can provide their own panel of respondents which was extremely helpful. The service did not accept cards so I had to make a wire transfer. It was not a big problem anyway.
","fast
responds
respondents",The survey was easy to create.
Capterra___182302,MySurveyLab,"Mysurveylab is really fast in comparison to other tools on market. You don't have to wait for every single piece of data. They have best cross tabulation I ever use. Real if you need this functionality there is no better option. Functionalities like SPSS, Heat maps, Cross tabulation and report filters. Help is not always helpful","cross
filters
option","Functionalities like SPSS, Heat maps, Cross tabulation and report filters."
Capterra___1797586,MySurveyLab,"Was looking for an alternative to Google Forms, so as to standout from the crowd, and MySurveyLab did a great job.

Was able to craft a 3-question survey in under 20 minutes, with the option to choose between open- and closed-ended questions.

Highly recommended for users who do not have access to SurveyMonkey, Google Forms or Typeform due to organization firewall. - Standalone software which is not part of Google Suite
- Accessible to non-Google account users - Pages took a little longer to load over the school wifi network, not sure if it is a bandwidth issue","google
question
questions
wifi
firewall
standalone","Highly recommended for users who do not have access to SurveyMonkey, Google Forms or Typeform due to organization firewall."
SoftwareAdvice___1545434,MySurveyLab,"So far, so good. Its easy, scales the survey a according to the device, has unlimited questions and answers. What's better? One of the best things about my survey lab is that theres NO NEED no install additional softwares. You just create an account and sign in, and you are ready to work.  The responses are unlimited and so are the questions you can make. I would love it if it could be a little more personal. Like adding some branding to the survey","additional
like","Its easy, scales the survey a according to the device, has unlimited questions and answers."
SoftwareAdvice___199945,Saba TalentSpace,"This past June we completed our migration from Saba SEC 5.5 to Saba Cloud.  The upgrade process itself was lengthy and at times a bit challenging, but in the end was a success and well worth it.

The migration took close to a year (from initial meetings to launch day), and because we were on such an old version of SEC which included customized reports, we found it a challenge to build new processes and functionality to accommodate existing business requirements, given that Saba Cloud doesn't allow for customizations.  In the end we chose to export the required data elements using Analytics, and build a separate external system to manage the data.

Saba cloud itself was well received by our internal stakeholders and end users.  The interface is much more intuitive and we didn't have much resistance or confusion with our staff in using the new system.

Also finally being able to properly integrate Single Sign on has been wonderful.
 Analytics tool is fantastic and much improved over our previous SEC 55 reporting system!  We heavily depend on it to run daily reporting and to export large chunks of data to an offsite system and it has been running quite smoothly.

Single Sign on (finally) Is a big plus.  

For our people administrators the ""Proxy user"" from people admin has been invaluable for troubleshooting.

The interface as a whole is a big improvement and has been well received by our clients. Coming from SEC 5.5. some things still appear to be the same, and still seem too confusing or clunky:
- Notification system is incredibly flexible, but very confusing to use and extremely time consuming to make changes to.  Especially when trying to manage two different locals (EN UK and French Canadian) - especially when these locals are not EN US.
- Completed Courses page:  the ""Load More"" at the bottom of the page is confusing. Even if ""Show all"" has been selected, the learner still needs to click ""Load More"" to view other transcripts.  Also sorting this list is very limited.  Our users have a large collection of courses and had heavily used the sorting features of this page in SEC 5.5

","large
single
requirements
reports
reporting
required data
sec
saba
times
analytics
time
canadian
took
big
people
courses
users
user
new","The migration took close to a year (from initial meetings to launch day), and because we were on such an old version of SEC which included customized reports, we found it a challenge to build new processes and functionality to accommodate existing business requirements, given that Saba Cloud doesn't allow for customizations.
Saba cloud itself was well received by our internal stakeholders and end users.
- Completed Courses page:  the ""Load More"" at the bottom of the page is confusing.
Our users have a large collection of courses and had heavily used the sorting features of this page in SEC 5.5"
Capterra___96643,Saba TalentSpace,"I guess you can tell that I am a very satisifed customer.  It's rare to feel like a vendor relationship really serves as part of your team, but the relationship with Halogen Software strengthens with time.  I am confident that their team will remain on the cutting edge of Talent Management, providing us with innovative solutions and exceptional customer service. We originally purchased a tool, but Halogen E-Appraisal has become a significant part of our culture.  The product is fully customizable to meet the ever changing needs of our firm.  It has provided consistency and accountability throughout our organization.  Halogen's team listens to their clients, making our success their primary goal.  Their customer support is superb and we continue to be amazed with the quality of each enhancement they roll out.  Originally viewed as an expense, our first year of implementation resulted in efficiencies of nearly 400 hours when measured against our prior paper process.  We now accomplish a higher quality of talent management with less time spent on administering the process.   Our employees view the previously dreaded appraisal process as an ""investment"" in their career and individual personal development plans ensure that each and every member of our team will receive the training and development necessary to accomplish their career goals. As a new user in 2004, there were limitations in the product based on the methodology our firm used for performance management.  Since that time, the product has met and surpassed my expectations, causing our leadership to stretch ourselves in this area.  We have more clear metrics and competencies for each role within the firm and the reporting tools allow us to see progress at all times.  We also needed the ability to have multiple roles for each employee and the recent addition of the ""coach"" will accomplish our objectives in this area.  Our firm has historically utilized a full 360 process and originally Halogen did not support the ability to conduct such a process anomymously.  We recently completed our annual process, using Halogen's multi-rater tool for the first time and we were extremely pleased with the ease of use and end result of the process.  I am sure there will be other issues as we continue to evolve, but we are completely satisfied with Halogen.","customer
process
tool
tools
halogen
originally
management providing
resulted
result
goal
goals
personal development plans
completely
recently completed
recent
provided
dreaded","I am confident that their team will remain on the cutting edge of Talent Management, providing us with innovative solutions and exceptional customer service.
We now accomplish a higher quality of talent management with less time spent on administering the process.
Our firm has historically utilized a full 360 process and originally Halogen did not support the ability to conduct such a process anomymously."
SoftwareAdvice___283531,Saba TalentSpace,"Halogen's customer support and implementation teams have been simply amazing to work with. Implementation felt daunting (I'm a team of one that was implementing this for our organization), but the implementation team helped me break it into phases and was with me every step of the way, helping me to create processes and fields to fulfill the vision I had for this system to be used within our organization.   The product is intuitive to use and the support staff works hard with you to determine how to make the technology work best for you and what you're trying to accomplish. The modules are spot on and make it easy for managers and employees to hold and capture 1:1 meeting notes, document goals and progress made, and give feedback across the organization.  Other features we've found useful include:
* Talent View provides a quick at a glance org chart
* We've uploaded other documents such as past performance reviews, development resources, etc to individual talent profiles
* Talent Profiles provide employees a way to search and connect with one another in a unique way
* Process reporting is quick and simple - I've never had access to reporting like I do with Halent * Processes can be tricky to build if you aren't familiar with how the product works - definitely use the customer support team.  They are amazing and very, very helpful
* Some modules haven't been able to manage processes as we had hoped.  Our bonus structure doesn't fit into the Compensation module so we found that we weren't able to leverage that.","work
works
processes
process
talent
way
modules
module
org
support
provides
provide
teams
team
meeting","* Process reporting is quick and simple - I've never had access to reporting like I do with Halent * Processes can be tricky to build if you aren't familiar with how the product works - definitely use the customer support team.
* Some modules haven't been able to manage processes as we had hoped."
Capterra___96644,Saba TalentSpace,"I have been used as a referral and have spoken to or emailed comments (answered questions) to 10 or more credit unions both in canada and te USA. 

I like the product and I am pleased to answer questions based on my good experience with Halogen.  The system is smart and easy to use both for the end user and the administrators
The functions are intiuitive, fast and simple.
The features provide most of what we need from ease of creating groups, to uploading data, to reports.
The service (support desk) is amazing - one of the best vendors I have ever dealt with: knowledgeable, helpful and efficient 
- calls are answered quickly and the two times I choose to leave a call back number the call back was within an acceptable period of time. 
When we upgraded (we host our site) the Business Systems manager commented on the amazing support he received 'we could only hope that we provide this kind of service to our members'. 
The installation consultant was organized, knowledgeable and asked questions to ensure she understood our needs.
The trainer was knowledgeable and very accommodating to our needs.  We are having difficulty with one division's acceptance of the form and system. Prior to this system they used a Word doc and want to keep the look and feel of a word doc. They want to keep the feature of inputting the objectives, then using the same form for the Interim review & comments and then use the same form for the Final review & comments. They see what was input prior, and make any necessary edits/additions to objectives easily.

The one problem we are facing is that we have a process for the beginning of the year - Objective Setting Process. That process has a start and end date of about 3 months. When we hire or someone changes position they need new objectives. We set up a process for those people, however we have learned that when populating data from one process to another (such as from the objective setting process to a review process data can only be pulled from one process, and we have two processes.  
And some want more than 3000 characters per text box. ","objectives
objective
support
review
comments
commented
questions
data
answered
answer
end
edits
knowledgeable
process
processes
systems","The installation consultant was organized, knowledgeable and asked questions to ensure she understood our needs.
They want to keep the feature of inputting the objectives, then using the same form for the Interim review & comments and then use the same form for the Final review & comments.
They see what was input prior, and make any necessary edits/additions to objectives easily."
SoftwareAdvice___532583,Saba TalentSpace,"We began experimenting with Saba Talent Space software as a solution to involve each team member into identifying their progress 
and to communicate  while pursuing common goals. This result is realized through the use of Saba Talent Space's intuitive user interface
which allows communication and a monitoring dashboard which they can constantly update.   The best features of Saba Talent Space are contained via their proprietary dash board where team leaders can interact individually
or in group context in order to provide support as well as to continue education mid task. This insures progression which influences
our positive productivity. This software provides features which allow the inclusion of third party materials which can then be associated
to employee and task. We love this feature because it allows for continual education at a time where the expertise is most needed. 
An invaluable feature as well is ""flow reporting""  which allows project leads the ability to configure and to customize reporting on project progress. Our only concern is that the mobile software version of their software might benefit from some design improvements to 
make it as interactive and as intuitive as their desktop solution. That observation aside we can say Saba's Talent Space software
has provided much more benefits to our teams ability to cultivate our own talent and to assist in the project completions and success.
","project
software
team
teams
features
feature
provide
provides
provided
common
user
dash
reporting
education mid","We began experimenting with Saba Talent Space software as a solution to involve each team member into identifying their progress 
The best features of Saba Talent Space are contained via their proprietary dash board where team leaders can interact individually
That observation aside we can say Saba's Talent Space software"
